STUDENT               ,NORM              ,EXP
-0.4858779483895509   ,2.6460411122928154,0.3933221311753905
-1.088877818861918    ,2.9069766386720457,0.25373065340082346
-0.46213305827710965  ,3.166951069442274 ,0.4806962315615377
-1.66071108290437     ,3.620091898212807 ,0.08796991663175141
0.4035161880224597    ,1.8352120511890695,0.35838317724005125
1.232909821694842     ,3.7989647615797475,0.44294725505283733
-1.2884997679152062   ,3.155744828049438 ,0.18362076385047338
-0.19945703394033715  ,3.188216266678026 ,0.5963260535797487
0.19065104852277687   ,2.9460562616350865,1.653934289352802
0.6438670556069839    ,2.8830785836089747,0.01415095501735251
0.019328657751399032  ,2.8296855510406287,0.5098449655091226
-0.47411192298597576  ,2.0523202050032294,0.19077090611610178
-0.038021806581635946 ,2.1988007202598023,0.5487333008121438
1.0268798989347359    ,2.871748830832277 ,0.2598325874861773
-0.05306463023649433  ,3.0323289207749027,0.0032120695113856818
0.016870003429231784  ,2.574414599702782 ,0.3617021165370747
-1.0277328310922422   ,2.666706439147527 ,0.5552324032733424
1.0548128330605744    ,3.09626792373351  ,1.0027297048180008
1.8131406048299161    ,3.2221098565542863,0.5952305510841274
-0.5268593621696659   ,3.07894347811068  ,0.20095588091962485
0.018646214936914072  ,2.9837501166226814,0.9980535287469714
-0.07322353244258986  ,3.874419011598902 ,0.4556307788782738
-1.1998764448136467   ,2.7610945794479655,1.3201829177367088
-1.7532318668310714   ,2.912361775789679 ,0.027756149162823533
-0.6150921383730629   ,3.0514073527737477,0.5624269435099473
-1.171947191361007    ,2.505090690977838 ,0.4207459828428636
-1.8976851956773275   ,2.8984405072683215,0.21256844065057626
0.45539657286482593   ,3.512549229994241 ,0.8111386832850049
-0.12031209009831663  ,3.16108072391006  ,0.8392207835340459
0.6771821483312379    ,2.7057607409968294,0.31010342156260007
-0.2778522506780629   ,2.852013033234673 ,0.22431035726488538
1.7721578204555528    ,3.9599619583978085,0.4082123566514137
-0.8363071688217478   ,2.484437127262623 ,0.2498817854318808
-0.10752750243275075  ,3.015269506369812 ,0.02317540254819087
-0.11892491099915604  ,3.235749988058197 ,0.24661208535938073
-0.40201096347207244  ,3.407299037750627 ,0.33811991945646147
0.09003650096277051   ,3.151555612558405 ,0.7128612232467418
-0.041063716484377066 ,3.1332160815965846,0.6635576485872992
0.6621077497539394    ,2.6902136232169234,1.0558783575109418
2.85621597067426      ,2.8422282338069746,1.818721651299335
-0.7975787693678136   ,2.8108184679347046,0.3233444858644778
0.04432149843930465   ,3.2610346109226462,1.0012087341471299
0.27896485234228224   ,2.8746550730695644,0.4214066010947201
-2.0475295551635995   ,2.430435034833757 ,0.0034419372839249716
1.7185977755027613    ,3.273233662682959 ,1.0198852945886452
-0.19692445870476302  ,3.588133866443007 ,1.1130656579237663
0.12746838141307115   ,3.2944307553725496,0.8259928426012312
0.7038045263663391    ,2.777635799853376 ,0.4055197828825405
-0.7851526952343925   ,2.1590274779795955,0.01696627145444962
-1.309170582856014    ,3.0133530550470056,0.7354167209638657
-2.6802842493962697   ,3.0051809720513774,0.04097151128194303
-4.124501045172769e-4 ,2.5678512809754843,1.0231193030889998
-0.4219973911634921   ,2.3849775052518014,0.03468185125561802
-1.9317113772440742   ,2.761302319130717 ,0.12410324418554368
-1.0948253516134927   ,3.086700172128454 ,0.5141868610940102
0.6093496256610365    ,3.2222195698221965,1.162707166456694
-0.6437136086191004   ,2.7850212508462997,0.5674185331757531
0.5584445725821091    ,2.9569495076296954,0.8583117860077076
0.05599838040507694   ,3.194410083185591 ,0.08227220709343909
-1.1073183242962552   ,2.497425418168434 ,0.17159657735568948
2.008250168696528     ,2.4947114254114457,0.826358194419908
1.30715526246771      ,3.2411648406269515,0.23659664641829795
0.8524390660913295    ,3.3363408568661788,0.05064005847938322
0.6341303696792614    ,3.3446167582327186,0.10421527461299651
0.744215389433719     ,2.9309026386568116,0.23507162946585458
-0.27039411390526996  ,3.0964739910016297,0.7122183626265475
0.03017719645575053   ,2.714067239286639 ,0.1744880386697694
0.22068199798206697   ,3.0659906336748204,0.08816154495260764
1.109755080227991     ,3.022072011934349 ,0.7048565399274818
-0.765456556059954    ,2.918363593340564 ,0.13708426379403618
0.36183029769955694   ,2.3774891920084102,0.18063980306407953
1.062525052865315     ,3.490778382954227 ,1.5333720915851732
1.1157355797679422    ,2.4157947389992533,0.5330927709906325
-0.507410742710275    ,3.222873182042898 ,0.0215603164229593
-0.6309271885205036   ,2.8368840493595493,0.19748257236715533
-0.9939341521431444   ,2.472088927561402 ,0.2940000161093431
-0.013946417312741682 ,3.052949179581238 ,0.7763066430841165
-0.049609381524552895 ,2.92395738668912  ,0.39872215776993775
-2.9804009708689962   ,2.5885442839959603,0.03564410807808659
2.032262327656126     ,3.7471952419352172,1.816944316066257
0.4343397859090035    ,2.9323115498381904,0.5523267514057215
-0.8847831532306282   ,3.083715103656914 ,0.13682981568462962
-0.3959738397438777   ,2.725728209867585 ,0.7871344699195048
-0.4913011926802069   ,2.9949045684719473,0.2692400106852929
-0.10138731078096382  ,3.0204050988739883,0.12157876760494941
1.1183346458403864    ,3.375252208166244 ,0.7210963741092383
3.2679627433725233    ,3.597654457112926 ,1.9398961285424645
0.045962543649023725  ,2.5834985210329986,0.7978559315357636
0.6745625629507505    ,3.2056781669662064,0.9186308112632127
-0.6840859073693802   ,2.382108623856853 ,0.04994835065049114
0.22129782262839656   ,2.8654726403569333,2.0957409192680694
-0.017253552432932126 ,3.017732152091744 ,0.4079574801714708
0.511038733173383     ,3.1625625639473567,0.3909575188631573
0.3365087145971464    ,3.280299037795782 ,0.24740546649597453
-0.09853339538948397  ,2.9540850591536905,0.4235346867174156
